"행정구역(동읍면)별","시점","항목","5세별",데이터
"면목제2동","2017","총인구수 (명)","계",26702
"면목제2동","2017","총인구수 (명)","0 - 4세",883
"면목제2동","2017","총인구수 (명)","5 - 9세",878
"면목제2동","2017","총인구수 (명)","10 - 14세",918
"면목제2동","2017","총인구수 (명)","15 - 19세",1190
"면목제2동","2017","총인구수 (명)","20 - 24세",1716
"면목제2동","2017","총인구수 (명)","25 - 29세",1907
"면목제2동","2017","총인구수 (명)","30 - 34세",1912
"면목제2동","2017","총인구수 (명)","35 - 39세",2176
"면목제2동","2017","총인구수 (명)","40 - 44세",1945
"면목제2동","2017","총인구수 (명)","45 - 49세",2490
"면목제2동","2017","총인구수 (명)","50 - 54세",2517
"면목제2동","2017","총인구수 (명)","55 - 59세",2479
"면목제2동","2017","총인구수 (명)","60 - 64세",1879
"면목제2동","2017","총인구수 (명)","65 - 69세",1336
"면목제2동","2017","총인구수 (명)","70 - 74세",1029
"면목제2동","2017","총인구수 (명)","75 - 79세",787
"면목제2동","2017","총인구수 (명)","80 - 84세",374
"면목제2동","2017","총인구수 (명)","85 - 89세",203
"면목제2동","2017","총인구수 (명)","90 - 94세",58
"면목제2동","2017","총인구수 (명)","95 - 99세",20
"면목제2동","2017","총인구수 (명)","100+",5
"면목제2동","2017","남자인구수 (명)","계",13443
"면목제2동","2017","남자인구수 (명)","0 - 4세",465
"면목제2동","2017","남자인구수 (명)","5 - 9세",445
"면목제2동","2017","남자인구수 (명)","10 - 14세",447
"면목제2동","2017","남자인구수 (명)","15 - 19세",600
"면목제2동","2017","남자인구수 (명)","20 - 24세",900
"면목제2동","2017","남자인구수 (명)","25 - 29세",974
"면목제2동","2017","남자인구수 (명)","30 - 34세",993
"면목제2동","2017","남자인구수 (명)","35 - 39세",1212
"면목제2동","2017","남자인구수 (명)","40 - 44세",1003
"면목제2동","2017","남자인구수 (명)","45 - 49세",1294
"면목제2동","2017","남자인구수 (명)","50 - 54세",1282
"면목제2동","2017","남자인구수 (명)","55 - 59세",1246
"면목제2동","2017","남자인구수 (명)","60 - 64세",898
"면목제2동","2017","남자인구수 (명)","65 - 69세",629
"면목제2동","2017","남자인구수 (명)","70 - 74세",472
"면목제2동","2017","남자인구수 (명)","75 - 79세",348
"면목제2동","2017","남자인구수 (명)","80 - 84세",158
"면목제2동","2017","남자인구수 (명)","85 - 89세",56
"면목제2동","2017","남자인구수 (명)","90 - 94세",16
"면목제2동","2017","남자인구수 (명)","95 - 99세",4
"면목제2동","2017","남자인구수 (명)","100+",1
"면목제2동","2017","여자인구수 (명)","계",13259
"면목제2동","2017","여자인구수 (명)","0 - 4세",418
"면목제2동","2017","여자인구수 (명)","5 - 9세",433
"면목제2동","2017","여자인구수 (명)","10 - 14세",471
"면목제2동","2017","여자인구수 (명)","15 - 19세",590
"면목제2동","2017","여자인구수 (명)","20 - 24세",816
"면목제2동","2017","여자인구수 (명)","25 - 29세",933
"면목제2동","2017","여자인구수 (명)","30 - 34세",919
"면목제2동","2017","여자인구수 (명)","35 - 39세",964
"면목제2동","2017","여자인구수 (명)","40 - 44세",942
"면목제2동","2017","여자인구수 (명)","45 - 49세",1196
"면목제2동","2017","여자인구수 (명)","50 - 54세",1235
"면목제2동","2017","여자인구수 (명)","55 - 59세",1233
"면목제2동","2017","여자인구수 (명)","60 - 64세",981
"면목제2동","2017","여자인구수 (명)","65 - 69세",707
"면목제2동","2017","여자인구수 (명)","70 - 74세",557
"면목제2동","2017","여자인구수 (명)","75 - 79세",439
"면목제2동","2017","여자인구수 (명)","80 - 84세",216
"면목제2동","2017","여자인구수 (명)","85 - 89세",147
"면목제2동","2017","여자인구수 (명)","90 - 94세",42
"면목제2동","2017","여자인구수 (명)","95 - 99세",16
"면목제2동","2017","여자인구수 (명)","100+",4
"면목제4동","2011","총인구수 (명)","계",23265
"면목제4동","2011","총인구수 (명)","0 - 4세",893
"면목제4동","2011","총인구수 (명)","5 - 9세",850
"면목제4동","2011","총인구수 (명)","10 - 14세",1146
"면목제4동","2011","총인구수 (명)","15 - 19세",1396
"면목제4동","2011","총인구수 (명)","20 - 24세",1626
"면목제4동","2011","총인구수 (명)","25 - 29세",2001
"면목제4동","2011","총인구수 (명)","30 - 34세",2154
"면목제4동","2011","총인구수 (명)","35 - 39세",2112
"면목제4동","2011","총인구수 (명)","40 - 44세",1963
"면목제4동","2011","총인구수 (명)","45 - 49세",1833
"면목제4동","2011","총인구수 (명)","50 - 54세",1979
"면목제4동","2011","총인구수 (명)","55 - 59세",1617
"면목제4동","2011","총인구수 (명)","60 - 64세",1289
"면목제4동","2011","총인구수 (명)","65 - 69세",1088
"면목제4동","2011","총인구수 (명)","70 - 74세",654
"면목제4동","2011","총인구수 (명)","75 - 79세",356
"면목제4동","2011","총인구수 (명)","80 - 84세",180
"면목제4동","2011","총인구수 (명)","85 - 89세",80
"면목제4동","2011","총인구수 (명)","90 - 94세",34
"면목제4동","2011","총인구수 (명)","95 - 99세",9
"면목제4동","2011","총인구수 (명)","100+",5
"면목제4동","2011","남자인구수 (명)","계",11510
"면목제4동","2011","남자인구수 (명)","0 - 4세",447
"면목제4동","2011","남자인구수 (명)","5 - 9세",463
"면목제4동","2011","남자인구수 (명)","10 - 14세",575
"면목제4동","2011","남자인구수 (명)","15 - 19세",757
"면목제4동","2011","남자인구수 (명)","20 - 24세",706
"면목제4동","2011","남자인구수 (명)","25 - 29세",909
"면목제4동","2011","남자인구수 (명)","30 - 34세",1104
"면목제4동","2011","남자인구수 (명)","35 - 39세",1150
"면목제4동","2011","남자인구수 (명)","40 - 44세",1042
"면목제4동","2011","남자인구수 (명)","45 - 49세",927
"면목제4동","2011","남자인구수 (명)","50 - 54세",998
"면목제4동","2011","남자인구수 (명)","55 - 59세",801
"면목제4동","2011","남자인구수 (명)","60 - 64세",555
"면목제4동","2011","남자인구수 (명)","65 - 69세",513
"면목제4동","2011","남자인구수 (명)","70 - 74세",330
"면목제4동","2011","남자인구수 (명)","75 - 79세",144
"면목제4동","2011","남자인구수 (명)","80 - 84세",52
"면목제4동","2011","남자인구수 (명)","85 - 89세",24
"면목제4동","2011","남자인구수 (명)","90 - 94세",10
"면목제4동","2011","남자인구수 (명)","95 - 99세",2
"면목제4동","2011","남자인구수 (명)","100+",1
"면목제4동","2011","여자인구수 (명)","계",11755
"면목제4동","2011","여자인구수 (명)","0 - 4세",446
"면목제4동","2011","여자인구수 (명)","5 - 9세",387
"면목제4동","2011","여자인구수 (명)","10 - 14세",571
"면목제4동","2011","여자인구수 (명)","15 - 19세",639
"면목제4동","2011","여자인구수 (명)","20 - 24세",920
"면목제4동","2011","여자인구수 (명)","25 - 29세",1092
"면목제4동","2011","여자인구수 (명)","30 - 34세",1050
"면목제4동","2011","여자인구수 (명)","35 - 39세",962
"면목제4동","2011","여자인구수 (명)","40 - 44세",921
"면목제4동","2011","여자인구수 (명)","45 - 49세",906
"면목제4동","2011","여자인구수 (명)","50 - 54세",981
"면목제4동","2011","여자인구수 (명)","55 - 59세",816
"면목제4동","2011","여자인구수 (명)","60 - 64세",734
"면목제4동","2011","여자인구수 (명)","65 - 69세",575
"면목제4동","2011","여자인구수 (명)","70 - 74세",324
"면목제4동","2011","여자인구수 (명)","75 - 79세",212
"면목제4동","2011","여자인구수 (명)","80 - 84세",128
"면목제4동","2011","여자인구수 (명)","85 - 89세",56
"면목제4동","2011","여자인구수 (명)","90 - 94세",24
"면목제4동","2011","여자인구수 (명)","95 - 99세",7
"면목제4동","2011","여자인구수 (명)","100+",4
"면목제4동","2014","총인구수 (명)","계",21461
"면목제4동","2014","총인구수 (명)","0 - 4세",757
"면목제4동","2014","총인구수 (명)","5 - 9세",752
"면목제4동","2014","총인구수 (명)","10 - 14세",816
"면목제4동","2014","총인구수 (명)","15 - 19세",1126
"면목제4동","2014","총인구수 (명)","20 - 24세",1530
"면목제4동","2014","총인구수 (명)","25 - 29세",1626
"면목제4동","2014","총인구수 (명)","30 - 34세",1859
"면목제4동","2014","총인구수 (명)","35 - 39세",1790
"면목제4동","2014","총인구수 (명)","40 - 44세",1882
"면목제4동","2014","총인구수 (명)","45 - 49세",1771
"면목제4동","2014","총인구수 (명)","50 - 54세",1709
"면목제4동","2014","총인구수 (명)","55 - 59세",1724
"면목제4동","2014","총인구수 (명)","60 - 64세",1270
"면목제4동","2014","총인구수 (명)","65 - 69세",1166
"면목제4동","2014","총인구수 (명)","70 - 74세",869
"면목제4동","2014","총인구수 (명)","75 - 79세",455
"면목제4동","2014","총인구수 (명)","80 - 84세",219
"면목제4동","2014","총인구수 (명)","85 - 89세",93
"면목제4동","2014","총인구수 (명)","90 - 94세",35
"면목제4동","2014","총인구수 (명)","95 - 99세",4
"면목제4동","2014","총인구수 (명)","100+",8
"면목제4동","2014","남자인구수 (명)","계",10614
"면목제4동","2014","남자인구수 (명)","0 - 4세",394
"면목제4동","2014","남자인구수 (명)","5 - 9세",398
"면목제4동","2014","남자인구수 (명)","10 - 14세",430
"면목제4동","2014","남자인구수 (명)","15 - 19세",561
"면목제4동","2014","남자인구수 (명)","20 - 24세",716
"면목제4동","2014","남자인구수 (명)","25 - 29세",692
"면목제4동","2014","남자인구수 (명)","30 - 34세",989
"면목제4동","2014","남자인구수 (명)","35 - 39세",962
"면목제4동","2014","남자인구수 (명)","40 - 44세",1030
"면목제4동","2014","남자인구수 (명)","45 - 49세",940
"면목제4동","2014","남자인구수 (명)","50 - 54세",837
"면목제4동","2014","남자인구수 (명)","55 - 59세",871
"면목제4동","2014","남자인구수 (명)","60 - 64세",583
"면목제4동","2014","남자인구수 (명)","65 - 69세",490
"면목제4동","2014","남자인구수 (명)","70 - 74세",402
"면목제4동","2014","남자인구수 (명)","75 - 79세",205
"면목제4동","2014","남자인구수 (명)","80 - 84세",72
"면목제4동","2014","남자인구수 (명)","85 - 89세",28
"면목제4동","2014","남자인구수 (명)","90 - 94세",11
"면목제4동","2014","남자인구수 (명)","95 - 99세",1
"면목제4동","2014","남자인구수 (명)","100+",2
"면목제4동","2014","여자인구수 (명)","계",10847
"면목제4동","2014","여자인구수 (명)","0 - 4세",363
"면목제4동","2014","여자인구수 (명)","5 - 9세",354
"면목제4동","2014","여자인구수 (명)","10 - 14세",386
"면목제4동","2014","여자인구수 (명)","15 - 19세",565
"면목제4동","2014","여자인구수 (명)","20 - 24세",814
"면목제4동","2014","여자인구수 (명)","25 - 29세",934
"면목제4동","2014","여자인구수 (명)","30 - 34세",870
"면목제4동","2014","여자인구수 (명)","35 - 39세",828
"면목제4동","2014","여자인구수 (명)","40 - 44세",852
"면목제4동","2014","여자인구수 (명)","45 - 49세",831
"면목제4동","2014","여자인구수 (명)","50 - 54세",872
"면목제4동","2014","여자인구수 (명)","55 - 59세",853
"면목제4동","2014","여자인구수 (명)","60 - 64세",687
"면목제4동","2014","여자인구수 (명)","65 - 69세",676
"면목제4동","2014","여자인구수 (명)","70 - 74세",467
"면목제4동","2014","여자인구수 (명)","75 - 79세",250
"면목제4동","2014","여자인구수 (명)","80 - 84세",147
"면목제4동","2014","여자인구수 (명)","85 - 89세",65
"면목제4동","2014","여자인구수 (명)","90 - 94세",24
"면목제4동","2014","여자인구수 (명)","95 - 99세",3
"면목제4동","2014","여자인구수 (명)","100+",6
"면목제4동","2017","총인구수 (명)","계",20823
"면목제4동","2017","총인구수 (명)","0 - 4세",676
"면목제4동","2017","총인구수 (명)","5 - 9세",681
"면목제4동","2017","총인구수 (명)","10 - 14세",678
"면목제4동","2017","총인구수 (명)","15 - 19세",962
"면목제4동","2017","총인구수 (명)","20 - 24세",1336
"면목제4동","2017","총인구수 (명)","25 - 29세",1647
"면목제4동","2017","총인구수 (명)","30 - 34세",1492
"면목제4동","2017","총인구수 (명)","35 - 39세",1752
"면목제4동","2017","총인구수 (명)","40 - 44세",1620
"면목제4동","2017","총인구수 (명)","45 - 49세",1769
"면목제4동","2017","총인구수 (명)","50 - 54세",1660
"면목제4동","2017","총인구수 (명)","55 - 59세",1764
"면목제4동","2017","총인구수 (명)","60 - 64세",1512
"면목제4동","2017","총인구수 (명)","65 - 69세",1184
"면목제4동","2017","총인구수 (명)","70 - 74세",949
"면목제4동","2017","총인구수 (명)","75 - 79세",676
"면목제4동","2017","총인구수 (명)","80 - 84세",268
"면목제4동","2017","총인구수 (명)","85 - 89세",127
"면목제4동","2017","총인구수 (명)","90 - 94세",48
"면목제4동","2017","총인구수 (명)","95 - 99세",15
"면목제4동","2017","총인구수 (명)","100+",7
"면목제4동","2017","남자인구수 (명)","계",10358
"면목제4동","2017","남자인구수 (명)","0 - 4세",362
"면목제4동","2017","남자인구수 (명)","5 - 9세",351
"면목제4동","2017","남자인구수 (명)","10 - 14세",376
"면목제4동","2017","남자인구수 (명)","15 - 19세",499
"면목제4동","2017","남자인구수 (명)","20 - 24세",672
"면목제4동","2017","남자인구수 (명)","25 - 29세",731
"면목제4동","2017","남자인구수 (명)","30 - 34세",787
"면목제4동","2017","남자인구수 (명)","35 - 39세",940
"면목제4동","2017","남자인구수 (명)","40 - 44세",884
"면목제4동","2017","남자인구수 (명)","45 - 49세",917
"면목제4동","2017","남자인구수 (명)","50 - 54세",849
"면목제4동","2017","남자인구수 (명)","55 - 59세",879
"면목제4동","2017","남자인구수 (명)","60 - 64세",721
"면목제4동","2017","남자인구수 (명)","65 - 69세",526
"면목제4동","2017","남자인구수 (명)","70 - 74세",403
"면목제4동","2017","남자인구수 (명)","75 - 79세",310
"면목제4동","2017","남자인구수 (명)","80 - 84세",100
"면목제4동","2017","남자인구수 (명)","85 - 89세",29
"면목제4동","2017","남자인구수 (명)","90 - 94세",14
"면목제4동","2017","남자인구수 (명)","95 - 99세",7
"면목제4동","2017","남자인구수 (명)","100+",1
"면목제4동","2017","여자인구수 (명)","계",10465
"면목제4동","2017","여자인구수 (명)","0 - 4세",314
"면목제4동","2017","여자인구수 (명)","5 - 9세",330
"면목제4동","2017","여자인구수 (명)","10 - 14세",302
"면목제4동","2017","여자인구수 (명)","15 - 19세",463
"면목제4동","2017","여자인구수 (명)","20 - 24세",664
"면목제4동","2017","여자인구수 (명)","25 - 29세",916
"면목제4동","2017","여자인구수 (명)","30 - 34세",705
"면목제4동","2017","여자인구수 (명)","35 - 39세",812
"면목제4동","2017","여자인구수 (명)","40 - 44세",736
"면목제4동","2017","여자인구수 (명)","45 - 49세",852
"면목제4동","2017","여자인구수 (명)","50 - 54세",811
"면목제4동","2017","여자인구수 (명)","55 - 59세",885
"면목제4동","2017","여자인구수 (명)","60 - 64세",791
"면목제4동","2017","여자인구수 (명)","65 - 69세",658
"면목제4동","2017","여자인구수 (명)","70 - 74세",546
"면목제4동","2017","여자인구수 (명)","75 - 79세",366
"면목제4동","2017","여자인구수 (명)","80 - 84세",168
"면목제4동","2017","여자인구수 (명)","85 - 89세",98
"면목제4동","2017","여자인구수 (명)","90 - 94세",34
"면목제4동","2017","여자인구수 (명)","95 - 99세",8
"면목제4동","2017","여자인구수 (명)","100+",6
"면목제5동","2011","총인구수 (명)","계",14375
"면목제5동","2011","총인구수 (명)","0 - 4세",533
"면목제5동","2011","총인구수 (명)","5 - 9세",516
"면목제5동","2011","총인구수 (명)","10 - 14세",743
"면목제5동","2011","총인구수 (명)","15 - 19세",886
"면목제5동","2011","총인구수 (명)","20 - 24세",878
"면목제5동","2011","총인구수 (명)","25 - 29세",1154
"면목제5동","2011","총인구수 (명)","30 - 34세",1245
"면목제5동","2011","총인구수 (명)","35 - 39세",1172
"면목제5동","2011","총인구수 (명)","40 - 44세",1434
"면목제5동","2011","총인구수 (명)","45 - 49세",1237
"면목제5동","2011","총인구수 (명)","50 - 54세",1295
"면목제5동","2011","총인구수 (명)","55 - 59세",1022
"면목제5동","2011","총인구수 (명)","60 - 64세",758
"면목제5동","2011","총인구수 (명)","65 - 69세",609
"면목제5동","2011","총인구수 (명)","70 - 74세",449
"면목제5동","2011","총인구수 (명)","75 - 79세",243
"면목제5동","2011","총인구수 (명)","80 - 84세",120
"면목제5동","2011","총인구수 (명)","85 - 89세",59
"면목제5동","2011","총인구수 (명)","90 - 94세",15
"면목제5동","2011","총인구수 (명)","95 - 99세",4
"면목제5동","2011","총인구수 (명)","100+",3
"면목제5동","2011","남자인구수 (명)","계",7394
"면목제5동","2011","남자인구수 (명)","0 - 4세",277
"면목제5동","2011","남자인구수 (명)","5 - 9세",270
"면목제5동","2011","남자인구수 (명)","10 - 14세",390
"면목제5동","2011","남자인구수 (명)","15 - 19세",446
"면목제5동","2011","남자인구수 (명)","20 - 24세",476
"면목제5동","2011","남자인구수 (명)","25 - 29세",580
"면목제5동","2011","남자인구수 (명)","30 - 34세",685
"면목제5동","2011","남자인구수 (명)","35 - 39세",613
"면목제5동","2011","남자인구수 (명)","40 - 44세",756
"면목제5동","2011","남자인구수 (명)","45 - 49세",662
"면목제5동","2011","남자인구수 (명)","50 - 54세",694
"면목제5동","2011","남자인구수 (명)","55 - 59세",498
"면목제5동","2011","남자인구수 (명)","60 - 64세",376
"면목제5동","2011","남자인구수 (명)","65 - 69세",291
"면목제5동","2011","남자인구수 (명)","70 - 74세",219
"면목제5동","2011","남자인구수 (명)","75 - 79세",113
"면목제5동","2011","남자인구수 (명)","80 - 84세",30
"면목제5동","2011","남자인구수 (명)","85 - 89세",13
"면목제5동","2011","남자인구수 (명)","90 - 94세",5
"면목제5동","2011","남자인구수 (명)","95 - 99세",0
"면목제5동","2011","남자인구수 (명)","100+",0
"면목제5동","2011","여자인구수 (명)","계",6981
"면목제5동","2011","여자인구수 (명)","0 - 4세",256
"면목제5동","2011","여자인구수 (명)","5 - 9세",246
"면목제5동","2011","여자인구수 (명)","10 - 14세",353
"면목제5동","2011","여자인구수 (명)","15 - 19세",440
"면목제5동","2011","여자인구수 (명)","20 - 24세",402
"면목제5동","2011","여자인구수 (명)","25 - 29세",574
"면목제5동","2011","여자인구수 (명)","30 - 34세",560
"면목제5동","2011","여자인구수 (명)","35 - 39세",559
"면목제5동","2011","여자인구수 (명)","40 - 44세",678
"면목제5동","2011","여자인구수 (명)","45 - 49세",575
"면목제5동","2011","여자인구수 (명)","50 - 54세",601
"면목제5동","2011","여자인구수 (명)","55 - 59세",524
"면목제5동","2011","여자인구수 (명)","60 - 64세",382
"면목제5동","2011","여자인구수 (명)","65 - 69세",318
"면목제5동","2011","여자인구수 (명)","70 - 74세",230
"면목제5동","2011","여자인구수 (명)","75 - 79세",130
"면목제5동","2011","여자인구수 (명)","80 - 84세",90
"면목제5동","2011","여자인구수 (명)","85 - 89세",46
"면목제5동","2011","여자인구수 (명)","90 - 94세",10
"면목제5동","2011","여자인구수 (명)","95 - 99세",4
"면목제5동","2011","여자인구수 (명)","100+",3
"면목제5동","2014","총인구수 (명)","계",13467
"면목제5동","2014","총인구수 (명)","0 - 4세",482
"면목제5동","2014","총인구수 (명)","5 - 9세",417
"면목제5동","2014","총인구수 (명)","10 - 14세",517
"면목제5동","2014","총인구수 (명)","15 - 19세",761
"면목제5동","2014","총인구수 (명)","20 - 24세",880
"면목제5동","2014","총인구수 (명)","25 - 29세",945
"면목제5동","2014","총인구수 (명)","30 - 34세",1105
"면목제5동","2014","총인구수 (명)","35 - 39세",931
"면목제5동","2014","총인구수 (명)","40 - 44세",1191
"면목제5동","2014","총인구수 (명)","45 - 49세",1179
"면목제5동","2014","총인구수 (명)","50 - 54세",1238
"면목제5동","2014","총인구수 (명)","55 - 59세",1214
"면목제5동","2014","총인구수 (명)","60 - 64세",808
"면목제5동","2014","총인구수 (명)","65 - 69세",650
"면목제5동","2014","총인구수 (명)","70 - 74세",546
"면목제5동","2014","총인구수 (명)","75 - 79세",334
"면목제5동","2014","총인구수 (명)","80 - 84세",164
"면목제5동","2014","총인구수 (명)","85 - 89세",80
"면목제5동","2014","총인구수 (명)","90 - 94세",21
"면목제5동","2014","총인구수 (명)","95 - 99세",1
"면목제5동","2014","총인구수 (명)","100+",3
"면목제5동","2014","남자인구수 (명)","계",6945
"면목제5동","2014","남자인구수 (명)","0 - 4세",246
"면목제5동","2014","남자인구수 (명)","5 - 9세",208
"면목제5동","2014","남자인구수 (명)","10 - 14세",275
