"행정구역(동읍면)별","시점","항목","5세별",데이터
"풍납1동","2017","총인구수 (명)","45 - 49세",1360
"풍납1동","2017","총인구수 (명)","50 - 54세",1271
"풍납1동","2017","총인구수 (명)","55 - 59세",1536
"풍납1동","2017","총인구수 (명)","60 - 64세",1339
"풍납1동","2017","총인구수 (명)","65 - 69세",924
"풍납1동","2017","총인구수 (명)","70 - 74세",710
"풍납1동","2017","총인구수 (명)","75 - 79세",525
"풍납1동","2017","총인구수 (명)","80 - 84세",247
"풍납1동","2017","총인구수 (명)","85 - 89세",118
"풍납1동","2017","총인구수 (명)","90 - 94세",43
"풍납1동","2017","총인구수 (명)","95 - 99세",8
"풍납1동","2017","총인구수 (명)","100+",8
"풍납1동","2017","남자인구수 (명)","계",7921
"풍납1동","2017","남자인구수 (명)","0 - 4세",267
"풍납1동","2017","남자인구수 (명)","5 - 9세",237
"풍납1동","2017","남자인구수 (명)","10 - 14세",261
"풍납1동","2017","남자인구수 (명)","15 - 19세",376
"풍납1동","2017","남자인구수 (명)","20 - 24세",506
"풍납1동","2017","남자인구수 (명)","25 - 29세",573
"풍납1동","2017","남자인구수 (명)","30 - 34세",645
"풍납1동","2017","남자인구수 (명)","35 - 39세",655
"풍납1동","2017","남자인구수 (명)","40 - 44세",604
"풍납1동","2017","남자인구수 (명)","45 - 49세",680
"풍납1동","2017","남자인구수 (명)","50 - 54세",622
"풍납1동","2017","남자인구수 (명)","55 - 59세",706
"풍납1동","2017","남자인구수 (명)","60 - 64세",625
"풍납1동","2017","남자인구수 (명)","65 - 69세",448
"풍납1동","2017","남자인구수 (명)","70 - 74세",331
"풍납1동","2017","남자인구수 (명)","75 - 79세",229
"풍납1동","2017","남자인구수 (명)","80 - 84세",102
"풍납1동","2017","남자인구수 (명)","85 - 89세",38
"풍납1동","2017","남자인구수 (명)","90 - 94세",13
"풍납1동","2017","남자인구수 (명)","95 - 99세",1
"풍납1동","2017","남자인구수 (명)","100+",2
"풍납1동","2017","여자인구수 (명)","계",8158
"풍납1동","2017","여자인구수 (명)","0 - 4세",251
"풍납1동","2017","여자인구수 (명)","5 - 9세",221
"풍납1동","2017","여자인구수 (명)","10 - 14세",254
"풍납1동","2017","여자인구수 (명)","15 - 19세",360
"풍납1동","2017","여자인구수 (명)","20 - 24세",482
"풍납1동","2017","여자인구수 (명)","25 - 29세",522
"풍납1동","2017","여자인구수 (명)","30 - 34세",610
"풍납1동","2017","여자인구수 (명)","35 - 39세",606
"풍납1동","2017","여자인구수 (명)","40 - 44세",560
"풍납1동","2017","여자인구수 (명)","45 - 49세",680
"풍납1동","2017","여자인구수 (명)","50 - 54세",649
"풍납1동","2017","여자인구수 (명)","55 - 59세",830
"풍납1동","2017","여자인구수 (명)","60 - 64세",714
"풍납1동","2017","여자인구수 (명)","65 - 69세",476
"풍납1동","2017","여자인구수 (명)","70 - 74세",379
"풍납1동","2017","여자인구수 (명)","75 - 79세",296
"풍납1동","2017","여자인구수 (명)","80 - 84세",145
"풍납1동","2017","여자인구수 (명)","85 - 89세",80
"풍납1동","2017","여자인구수 (명)","90 - 94세",30
"풍납1동","2017","여자인구수 (명)","95 - 99세",7
"풍납1동","2017","여자인구수 (명)","100+",6
"풍납2동","2011","총인구수 (명)","계",28779
"풍납2동","2011","총인구수 (명)","0 - 4세",1404
"풍납2동","2011","총인구수 (명)","5 - 9세",1361
"풍납2동","2011","총인구수 (명)","10 - 14세",1554
"풍납2동","2011","총인구수 (명)","15 - 19세",1743
"풍납2동","2011","총인구수 (명)","20 - 24세",1829
"풍납2동","2011","총인구수 (명)","25 - 29세",2785
"풍납2동","2011","총인구수 (명)","30 - 34세",2922
"풍납2동","2011","총인구수 (명)","35 - 39세",2748
"풍납2동","2011","총인구수 (명)","40 - 44세",2478
"풍납2동","2011","총인구수 (명)","45 - 49세",2068
"풍납2동","2011","총인구수 (명)","50 - 54세",2320
"풍납2동","2011","총인구수 (명)","55 - 59세",1925
"풍납2동","2011","총인구수 (명)","60 - 64세",1318
"풍납2동","2011","총인구수 (명)","65 - 69세",928
"풍납2동","2011","총인구수 (명)","70 - 74세",616
"풍납2동","2011","총인구수 (명)","75 - 79세",368
"풍납2동","2011","총인구수 (명)","80 - 84세",242
"풍납2동","2011","총인구수 (명)","85 - 89세",125
"풍납2동","2011","총인구수 (명)","90 - 94세",36
"풍납2동","2011","총인구수 (명)","95 - 99세",6
"풍납2동","2011","총인구수 (명)","100+",3
"풍납2동","2011","남자인구수 (명)","계",13967
"풍납2동","2011","남자인구수 (명)","0 - 4세",734
"풍납2동","2011","남자인구수 (명)","5 - 9세",702
"풍납2동","2011","남자인구수 (명)","10 - 14세",828
"풍납2동","2011","남자인구수 (명)","15 - 19세",896
"풍납2동","2011","남자인구수 (명)","20 - 24세",906
"풍납2동","2011","남자인구수 (명)","25 - 29세",1167
"풍납2동","2011","남자인구수 (명)","30 - 34세",1341
"풍납2동","2011","남자인구수 (명)","35 - 39세",1400
"풍납2동","2011","남자인구수 (명)","40 - 44세",1245
"풍납2동","2011","남자인구수 (명)","45 - 49세",1021
"풍납2동","2011","남자인구수 (명)","50 - 54세",1118
"풍납2동","2011","남자인구수 (명)","55 - 59세",926
"풍납2동","2011","남자인구수 (명)","60 - 64세",659
"풍납2동","2011","남자인구수 (명)","65 - 69세",463
"풍납2동","2011","남자인구수 (명)","70 - 74세",291
"풍납2동","2011","남자인구수 (명)","75 - 79세",150
"풍납2동","2011","남자인구수 (명)","80 - 84세",68
"풍납2동","2011","남자인구수 (명)","85 - 89세",42
"풍납2동","2011","남자인구수 (명)","90 - 94세",9
"풍납2동","2011","남자인구수 (명)","95 - 99세",1
"풍납2동","2011","남자인구수 (명)","100+",0
"풍납2동","2011","여자인구수 (명)","계",14812
"풍납2동","2011","여자인구수 (명)","0 - 4세",670
"풍납2동","2011","여자인구수 (명)","5 - 9세",659
"풍납2동","2011","여자인구수 (명)","10 - 14세",726
"풍납2동","2011","여자인구수 (명)","15 - 19세",847
"풍납2동","2011","여자인구수 (명)","20 - 24세",923
"풍납2동","2011","여자인구수 (명)","25 - 29세",1618
"풍납2동","2011","여자인구수 (명)","30 - 34세",1581
"풍납2동","2011","여자인구수 (명)","35 - 39세",1348
"풍납2동","2011","여자인구수 (명)","40 - 44세",1233
"풍납2동","2011","여자인구수 (명)","45 - 49세",1047
"풍납2동","2011","여자인구수 (명)","50 - 54세",1202
"풍납2동","2011","여자인구수 (명)","55 - 59세",999
"풍납2동","2011","여자인구수 (명)","60 - 64세",659
"풍납2동","2011","여자인구수 (명)","65 - 69세",465
"풍납2동","2011","여자인구수 (명)","70 - 74세",325
"풍납2동","2011","여자인구수 (명)","75 - 79세",218
"풍납2동","2011","여자인구수 (명)","80 - 84세",174
"풍납2동","2011","여자인구수 (명)","85 - 89세",83
"풍납2동","2011","여자인구수 (명)","90 - 94세",27
"풍납2동","2011","여자인구수 (명)","95 - 99세",5
"풍납2동","2011","여자인구수 (명)","100+",3
"풍납2동","2014","총인구수 (명)","계",27876
"풍납2동","2014","총인구수 (명)","0 - 4세",1425
"풍납2동","2014","총인구수 (명)","5 - 9세",1275
"풍납2동","2014","총인구수 (명)","10 - 14세",1297
"풍납2동","2014","총인구수 (명)","15 - 19세",1563
"풍납2동","2014","총인구수 (명)","20 - 24세",1728
"풍납2동","2014","총인구수 (명)","25 - 29세",2372
"풍납2동","2014","총인구수 (명)","30 - 34세",2830
"풍납2동","2014","총인구수 (명)","35 - 39세",2510
"풍납2동","2014","총인구수 (명)","40 - 44세",2491
"풍납2동","2014","총인구수 (명)","45 - 49세",2085
"풍납2동","2014","총인구수 (명)","50 - 54세",2002
"풍납2동","2014","총인구수 (명)","55 - 59세",2130
"풍납2동","2014","총인구수 (명)","60 - 64세",1425
"풍납2동","2014","총인구수 (명)","65 - 69세",1121
"풍납2동","2014","총인구수 (명)","70 - 74세",707
"풍납2동","2014","총인구수 (명)","75 - 79세",455
"풍납2동","2014","총인구수 (명)","80 - 84세",249
"풍납2동","2014","총인구수 (명)","85 - 89세",140
"풍납2동","2014","총인구수 (명)","90 - 94세",57
"풍납2동","2014","총인구수 (명)","95 - 99세",10
"풍납2동","2014","총인구수 (명)","100+",4
"풍납2동","2014","남자인구수 (명)","계",13462
"풍납2동","2014","남자인구수 (명)","0 - 4세",760
"풍납2동","2014","남자인구수 (명)","5 - 9세",628
"풍납2동","2014","남자인구수 (명)","10 - 14세",691
"풍납2동","2014","남자인구수 (명)","15 - 19세",795
"풍납2동","2014","남자인구수 (명)","20 - 24세",878
"풍납2동","2014","남자인구수 (명)","25 - 29세",983
"풍납2동","2014","남자인구수 (명)","30 - 34세",1321
"풍납2동","2014","남자인구수 (명)","35 - 39세",1222
"풍납2동","2014","남자인구수 (명)","40 - 44세",1217
"풍납2동","2014","남자인구수 (명)","45 - 49세",1044
"풍납2동","2014","남자인구수 (명)","50 - 54세",955
"풍납2동","2014","남자인구수 (명)","55 - 59세",1017
"풍납2동","2014","남자인구수 (명)","60 - 64세",717
"풍납2동","2014","남자인구수 (명)","65 - 69세",565
"풍납2동","2014","남자인구수 (명)","70 - 74세",338
"풍납2동","2014","남자인구수 (명)","75 - 79세",195
"풍납2동","2014","남자인구수 (명)","80 - 84세",82
"풍납2동","2014","남자인구수 (명)","85 - 89세",34
"풍납2동","2014","남자인구수 (명)","90 - 94세",19
"풍납2동","2014","남자인구수 (명)","95 - 99세",1
"풍납2동","2014","남자인구수 (명)","100+",0
"풍납2동","2014","여자인구수 (명)","계",14414
"풍납2동","2014","여자인구수 (명)","0 - 4세",665
"풍납2동","2014","여자인구수 (명)","5 - 9세",647
"풍납2동","2014","여자인구수 (명)","10 - 14세",606
"풍납2동","2014","여자인구수 (명)","15 - 19세",768
"풍납2동","2014","여자인구수 (명)","20 - 24세",850
"풍납2동","2014","여자인구수 (명)","25 - 29세",1389
"풍납2동","2014","여자인구수 (명)","30 - 34세",1509
"풍납2동","2014","여자인구수 (명)","35 - 39세",1288
"풍납2동","2014","여자인구수 (명)","40 - 44세",1274
"풍납2동","2014","여자인구수 (명)","45 - 49세",1041
"풍납2동","2014","여자인구수 (명)","50 - 54세",1047
"풍납2동","2014","여자인구수 (명)","55 - 59세",1113
"풍납2동","2014","여자인구수 (명)","60 - 64세",708
"풍납2동","2014","여자인구수 (명)","65 - 69세",556
"풍납2동","2014","여자인구수 (명)","70 - 74세",369
"풍납2동","2014","여자인구수 (명)","75 - 79세",260
"풍납2동","2014","여자인구수 (명)","80 - 84세",167
"풍납2동","2014","여자인구수 (명)","85 - 89세",106
"풍납2동","2014","여자인구수 (명)","90 - 94세",38
"풍납2동","2014","여자인구수 (명)","95 - 99세",9
"풍납2동","2014","여자인구수 (명)","100+",4
"풍납2동","2017","총인구수 (명)","계",25192
"풍납2동","2017","총인구수 (명)","0 - 4세",1057
"풍납2동","2017","총인구수 (명)","5 - 9세",1125
"풍납2동","2017","총인구수 (명)","10 - 14세",1077
"풍납2동","2017","총인구수 (명)","15 - 19세",1254
"풍납2동","2017","총인구수 (명)","20 - 24세",1612
"풍납2동","2017","총인구수 (명)","25 - 29세",2074
"풍납2동","2017","총인구수 (명)","30 - 34세",2126
"풍납2동","2017","총인구수 (명)","35 - 39세",2321
"풍납2동","2017","총인구수 (명)","40 - 44세",2088
"풍납2동","2017","총인구수 (명)","45 - 49세",2083
"풍납2동","2017","총인구수 (명)","50 - 54세",1803
"풍납2동","2017","총인구수 (명)","55 - 59세",1926
"풍납2동","2017","총인구수 (명)","60 - 64세",1704
"풍납2동","2017","총인구수 (명)","65 - 69세",1114
"풍납2동","2017","총인구수 (명)","70 - 74세",770
"풍납2동","2017","총인구수 (명)","75 - 79세",536
"풍납2동","2017","총인구수 (명)","80 - 84세",297
"풍납2동","2017","총인구수 (명)","85 - 89세",146
"풍납2동","2017","총인구수 (명)","90 - 94세",60
"풍납2동","2017","총인구수 (명)","95 - 99세",12
"풍납2동","2017","총인구수 (명)","100+",7
"풍납2동","2017","남자인구수 (명)","계",12084
"풍납2동","2017","남자인구수 (명)","0 - 4세",544
"풍납2동","2017","남자인구수 (명)","5 - 9세",595
"풍납2동","2017","남자인구수 (명)","10 - 14세",541
"풍납2동","2017","남자인구수 (명)","15 - 19세",654
"풍납2동","2017","남자인구수 (명)","20 - 24세",763
"풍납2동","2017","남자인구수 (명)","25 - 29세",931
"풍납2동","2017","남자인구수 (명)","30 - 34세",954
"풍납2동","2017","남자인구수 (명)","35 - 39세",1102
"풍납2동","2017","남자인구수 (명)","40 - 44세",1014
"풍납2동","2017","남자인구수 (명)","45 - 49세",1011
"풍납2동","2017","남자인구수 (명)","50 - 54세",904
"풍납2동","2017","남자인구수 (명)","55 - 59세",902
"풍납2동","2017","남자인구수 (명)","60 - 64세",821
"풍납2동","2017","남자인구수 (명)","65 - 69세",544
"풍납2동","2017","남자인구수 (명)","70 - 74세",383
"풍납2동","2017","남자인구수 (명)","75 - 79세",250
"풍납2동","2017","남자인구수 (명)","80 - 84세",110
"풍납2동","2017","남자인구수 (명)","85 - 89세",39
"풍납2동","2017","남자인구수 (명)","90 - 94세",16
"풍납2동","2017","남자인구수 (명)","95 - 99세",5
"풍납2동","2017","남자인구수 (명)","100+",1
"풍납2동","2017","여자인구수 (명)","계",13108
"풍납2동","2017","여자인구수 (명)","0 - 4세",513
"풍납2동","2017","여자인구수 (명)","5 - 9세",530
"풍납2동","2017","여자인구수 (명)","10 - 14세",536
"풍납2동","2017","여자인구수 (명)","15 - 19세",600
"풍납2동","2017","여자인구수 (명)","20 - 24세",849
"풍납2동","2017","여자인구수 (명)","25 - 29세",1143
"풍납2동","2017","여자인구수 (명)","30 - 34세",1172
"풍납2동","2017","여자인구수 (명)","35 - 39세",1219
"풍납2동","2017","여자인구수 (명)","40 - 44세",1074
"풍납2동","2017","여자인구수 (명)","45 - 49세",1072
"풍납2동","2017","여자인구수 (명)","50 - 54세",899
"풍납2동","2017","여자인구수 (명)","55 - 59세",1024
"풍납2동","2017","여자인구수 (명)","60 - 64세",883
"풍납2동","2017","여자인구수 (명)","65 - 69세",570
"풍납2동","2017","여자인구수 (명)","70 - 74세",387
"풍납2동","2017","여자인구수 (명)","75 - 79세",286
"풍납2동","2017","여자인구수 (명)","80 - 84세",187
"풍납2동","2017","여자인구수 (명)","85 - 89세",107
"풍납2동","2017","여자인구수 (명)","90 - 94세",44
"풍납2동","2017","여자인구수 (명)","95 - 99세",7
"풍납2동","2017","여자인구수 (명)","100+",6
"거여1동","2011","총인구수 (명)","계",15902
"거여1동","2011","총인구수 (명)","0 - 4세",686
"거여1동","2011","총인구수 (명)","5 - 9세",762
"거여1동","2011","총인구수 (명)","10 - 14세",985
"거여1동","2011","총인구수 (명)","15 - 19세",1123
"거여1동","2011","총인구수 (명)","20 - 24세",1103
"거여1동","2011","총인구수 (명)","25 - 29세",1181
"거여1동","2011","총인구수 (명)","30 - 34세",1279
"거여1동","2011","총인구수 (명)","35 - 39세",1433
"거여1동","2011","총인구수 (명)","40 - 44세",1459
"거여1동","2011","총인구수 (명)","45 - 49세",1412
"거여1동","2011","총인구수 (명)","50 - 54세",1379
"거여1동","2011","총인구수 (명)","55 - 59세",1024
"거여1동","2011","총인구수 (명)","60 - 64세",722
"거여1동","2011","총인구수 (명)","65 - 69세",529
"거여1동","2011","총인구수 (명)","70 - 74세",404
"거여1동","2011","총인구수 (명)","75 - 79세",215
"거여1동","2011","총인구수 (명)","80 - 84세",114
"거여1동","2011","총인구수 (명)","85 - 89세",52
"거여1동","2011","총인구수 (명)","90 - 94세",33
"거여1동","2011","총인구수 (명)","95 - 99세",6
"거여1동","2011","총인구수 (명)","100+",1
"거여1동","2011","남자인구수 (명)","계",8113
"거여1동","2011","남자인구수 (명)","0 - 4세",350
"거여1동","2011","남자인구수 (명)","5 - 9세",385
"거여1동","2011","남자인구수 (명)","10 - 14세",513
"거여1동","2011","남자인구수 (명)","15 - 19세",618
"거여1동","2011","남자인구수 (명)","20 - 24세",592
"거여1동","2011","남자인구수 (명)","25 - 29세",615
"거여1동","2011","남자인구수 (명)","30 - 34세",668
"거여1동","2011","남자인구수 (명)","35 - 39세",720
"거여1동","2011","남자인구수 (명)","40 - 44세",743
"거여1동","2011","남자인구수 (명)","45 - 49세",719
"거여1동","2011","남자인구수 (명)","50 - 54세",713
"거여1동","2011","남자인구수 (명)","55 - 59세",505
"거여1동","2011","남자인구수 (명)","60 - 64세",374
"거여1동","2011","남자인구수 (명)","65 - 69세",272
"거여1동","2011","남자인구수 (명)","70 - 74세",194
"거여1동","2011","남자인구수 (명)","75 - 79세",70
"거여1동","2011","남자인구수 (명)","80 - 84세",34
"거여1동","2011","남자인구수 (명)","85 - 89세",14
"거여1동","2011","남자인구수 (명)","90 - 94세",12
"거여1동","2011","남자인구수 (명)","95 - 99세",2
"거여1동","2011","남자인구수 (명)","100+",0
"거여1동","2011","여자인구수 (명)","계",7789
"거여1동","2011","여자인구수 (명)","0 - 4세",336
"거여1동","2011","여자인구수 (명)","5 - 9세",377
"거여1동","2011","여자인구수 (명)","10 - 14세",472
"거여1동","2011","여자인구수 (명)","15 - 19세",505
"거여1동","2011","여자인구수 (명)","20 - 24세",511
"거여1동","2011","여자인구수 (명)","25 - 29세",566
"거여1동","2011","여자인구수 (명)","30 - 34세",611
"거여1동","2011","여자인구수 (명)","35 - 39세",713
"거여1동","2011","여자인구수 (명)","40 - 44세",716
"거여1동","2011","여자인구수 (명)","45 - 49세",693
"거여1동","2011","여자인구수 (명)","50 - 54세",666
"거여1동","2011","여자인구수 (명)","55 - 59세",519
"거여1동","2011","여자인구수 (명)","60 - 64세",348
"거여1동","2011","여자인구수 (명)","65 - 69세",257
"거여1동","2011","여자인구수 (명)","70 - 74세",210
"거여1동","2011","여자인구수 (명)","75 - 79세",145
"거여1동","2011","여자인구수 (명)","80 - 84세",80
"거여1동","2011","여자인구수 (명)","85 - 89세",38
"거여1동","2011","여자인구수 (명)","90 - 94세",21
"거여1동","2011","여자인구수 (명)","95 - 99세",4
"거여1동","2011","여자인구수 (명)","100+",1
"거여1동","2014","총인구수 (명)","계",15329
"거여1동","2014","총인구수 (명)","0 - 4세",571
"거여1동","2014","총인구수 (명)","5 - 9세",663
"거여1동","2014","총인구수 (명)","10 - 14세",831
"거여1동","2014","총인구수 (명)","15 - 19세",1036
"거여1동","2014","총인구수 (명)","20 - 24세",1117
"거여1동","2014","총인구수 (명)","25 - 29세",1017
"거여1동","2014","총인구수 (명)","30 - 34세",1110
"거여1동","2014","총인구수 (명)","35 - 39세",1200
"거여1동","2014","총인구수 (명)","40 - 44세",1449
"거여1동","2014","총인구수 (명)","45 - 49세",1325
"거여1동","2014","총인구수 (명)","50 - 54세",1378
"거여1동","2014","총인구수 (명)","55 - 59세",1191
"거여1동","2014","총인구수 (명)","60 - 64세",802
"거여1동","2014","총인구수 (명)","65 - 69세",662
"거여1동","2014","총인구수 (명)","70 - 74세",450
"거여1동","2014","총인구수 (명)","75 - 79세",288
"거여1동","2014","총인구수 (명)","80 - 84세",140
"거여1동","2014","총인구수 (명)","85 - 89세",67
"거여1동","2014","총인구수 (명)","90 - 94세",22
"거여1동","2014","총인구수 (명)","95 - 99세",7
"거여1동","2014","총인구수 (명)","100+",3
"거여1동","2014","남자인구수 (명)","계",7876
"거여1동","2014","남자인구수 (명)","0 - 4세",303
"거여1동","2014","남자인구수 (명)","5 - 9세",353
"거여1동","2014","남자인구수 (명)","10 - 14세",431
"거여1동","2014","남자인구수 (명)","15 - 19세",573
"거여1동","2014","남자인구수 (명)","20 - 24세",619
"거여1동","2014","남자인구수 (명)","25 - 29세",536
"거여1동","2014","남자인구수 (명)","30 - 34세",585
