"행정구역(동읍면)별","시점","항목","5세별",데이터
"천연동","2014","여자인구수 (명)","70 - 74세",494
"천연동","2014","여자인구수 (명)","75 - 79세",407
"천연동","2014","여자인구수 (명)","80 - 84세",226
"천연동","2014","여자인구수 (명)","85 - 89세",115
"천연동","2014","여자인구수 (명)","90 - 94세",35
"천연동","2014","여자인구수 (명)","95 - 99세",16
"천연동","2014","여자인구수 (명)","100+",15
"천연동","2017","총인구수 (명)","계",19144
"천연동","2017","총인구수 (명)","0 - 4세",795
"천연동","2017","총인구수 (명)","5 - 9세",797
"천연동","2017","총인구수 (명)","10 - 14세",820
"천연동","2017","총인구수 (명)","15 - 19세",969
"천연동","2017","총인구수 (명)","20 - 24세",1173
"천연동","2017","총인구수 (명)","25 - 29세",1164
"천연동","2017","총인구수 (명)","30 - 34세",1315
"천연동","2017","총인구수 (명)","35 - 39세",1477
"천연동","2017","총인구수 (명)","40 - 44세",1588
"천연동","2017","총인구수 (명)","45 - 49세",1774
"천연동","2017","총인구수 (명)","50 - 54세",1525
"천연동","2017","총인구수 (명)","55 - 59세",1509
"천연동","2017","총인구수 (명)","60 - 64세",1163
"천연동","2017","총인구수 (명)","65 - 69세",832
"천연동","2017","총인구수 (명)","70 - 74세",766
"천연동","2017","총인구수 (명)","75 - 79세",732
"천연동","2017","총인구수 (명)","80 - 84세",449
"천연동","2017","총인구수 (명)","85 - 89세",181
"천연동","2017","총인구수 (명)","90 - 94세",68
"천연동","2017","총인구수 (명)","95 - 99세",22
"천연동","2017","총인구수 (명)","100+",25
"천연동","2017","남자인구수 (명)","계",9181
"천연동","2017","남자인구수 (명)","0 - 4세",405
"천연동","2017","남자인구수 (명)","5 - 9세",403
"천연동","2017","남자인구수 (명)","10 - 14세",408
"천연동","2017","남자인구수 (명)","15 - 19세",494
"천연동","2017","남자인구수 (명)","20 - 24세",557
"천연동","2017","남자인구수 (명)","25 - 29세",631
"천연동","2017","남자인구수 (명)","30 - 34세",630
"천연동","2017","남자인구수 (명)","35 - 39세",724
"천연동","2017","남자인구수 (명)","40 - 44세",757
"천연동","2017","남자인구수 (명)","45 - 49세",908
"천연동","2017","남자인구수 (명)","50 - 54세",753
"천연동","2017","남자인구수 (명)","55 - 59세",749
"천연동","2017","남자인구수 (명)","60 - 64세",583
"천연동","2017","남자인구수 (명)","65 - 69세",354
"천연동","2017","남자인구수 (명)","70 - 74세",310
"천연동","2017","남자인구수 (명)","75 - 79세",270
"천연동","2017","남자인구수 (명)","80 - 84세",172
"천연동","2017","남자인구수 (명)","85 - 89세",42
"천연동","2017","남자인구수 (명)","90 - 94세",17
"천연동","2017","남자인구수 (명)","95 - 99세",9
"천연동","2017","남자인구수 (명)","100+",5
"천연동","2017","여자인구수 (명)","계",9963
"천연동","2017","여자인구수 (명)","0 - 4세",390
"천연동","2017","여자인구수 (명)","5 - 9세",394
"천연동","2017","여자인구수 (명)","10 - 14세",412
"천연동","2017","여자인구수 (명)","15 - 19세",475
"천연동","2017","여자인구수 (명)","20 - 24세",616
"천연동","2017","여자인구수 (명)","25 - 29세",533
"천연동","2017","여자인구수 (명)","30 - 34세",685
"천연동","2017","여자인구수 (명)","35 - 39세",753
"천연동","2017","여자인구수 (명)","40 - 44세",831
"천연동","2017","여자인구수 (명)","45 - 49세",866
"천연동","2017","여자인구수 (명)","50 - 54세",772
"천연동","2017","여자인구수 (명)","55 - 59세",760
"천연동","2017","여자인구수 (명)","60 - 64세",580
"천연동","2017","여자인구수 (명)","65 - 69세",478
"천연동","2017","여자인구수 (명)","70 - 74세",456
"천연동","2017","여자인구수 (명)","75 - 79세",462
"천연동","2017","여자인구수 (명)","80 - 84세",277
"천연동","2017","여자인구수 (명)","85 - 89세",139
"천연동","2017","여자인구수 (명)","90 - 94세",51
"천연동","2017","여자인구수 (명)","95 - 99세",13
"천연동","2017","여자인구수 (명)","100+",20
"북아현동","2011","총인구수 (명)","계",11450
"북아현동","2011","총인구수 (명)","0 - 4세",339
"북아현동","2011","총인구수 (명)","5 - 9세",388
"북아현동","2011","총인구수 (명)","10 - 14세",537
"북아현동","2011","총인구수 (명)","15 - 19세",699
"북아현동","2011","총인구수 (명)","20 - 24세",749
"북아현동","2011","총인구수 (명)","25 - 29세",1018
"북아현동","2011","총인구수 (명)","30 - 34세",1027
"북아현동","2011","총인구수 (명)","35 - 39세",1008
"북아현동","2011","총인구수 (명)","40 - 44세",1065
"북아현동","2011","총인구수 (명)","45 - 49세",990
"북아현동","2011","총인구수 (명)","50 - 54세",935
"북아현동","2011","총인구수 (명)","55 - 59세",729
"북아현동","2011","총인구수 (명)","60 - 64세",546
"북아현동","2011","총인구수 (명)","65 - 69세",507
"북아현동","2011","총인구수 (명)","70 - 74세",408
"북아현동","2011","총인구수 (명)","75 - 79세",244
"북아현동","2011","총인구수 (명)","80 - 84세",142
"북아현동","2011","총인구수 (명)","85 - 89세",66
"북아현동","2011","총인구수 (명)","90 - 94세",26
"북아현동","2011","총인구수 (명)","95 - 99세",11
"북아현동","2011","총인구수 (명)","100+",16
"북아현동","2011","남자인구수 (명)","계",5520
"북아현동","2011","남자인구수 (명)","0 - 4세",169
"북아현동","2011","남자인구수 (명)","5 - 9세",193
"북아현동","2011","남자인구수 (명)","10 - 14세",276
"북아현동","2011","남자인구수 (명)","15 - 19세",366
"북아현동","2011","남자인구수 (명)","20 - 24세",344
"북아현동","2011","남자인구수 (명)","25 - 29세",506
"북아현동","2011","남자인구수 (명)","30 - 34세",521
"북아현동","2011","남자인구수 (명)","35 - 39세",510
"북아현동","2011","남자인구수 (명)","40 - 44세",513
"북아현동","2011","남자인구수 (명)","45 - 49세",520
"북아현동","2011","남자인구수 (명)","50 - 54세",456
"북아현동","2011","남자인구수 (명)","55 - 59세",332
"북아현동","2011","남자인구수 (명)","60 - 64세",233
"북아현동","2011","남자인구수 (명)","65 - 69세",234
"북아현동","2011","남자인구수 (명)","70 - 74세",175
"북아현동","2011","남자인구수 (명)","75 - 79세",94
"북아현동","2011","남자인구수 (명)","80 - 84세",52
"북아현동","2011","남자인구수 (명)","85 - 89세",14
"북아현동","2011","남자인구수 (명)","90 - 94세",9
"북아현동","2011","남자인구수 (명)","95 - 99세",2
"북아현동","2011","남자인구수 (명)","100+",1
"북아현동","2011","여자인구수 (명)","계",5930
"북아현동","2011","여자인구수 (명)","0 - 4세",170
"북아현동","2011","여자인구수 (명)","5 - 9세",195
"북아현동","2011","여자인구수 (명)","10 - 14세",261
"북아현동","2011","여자인구수 (명)","15 - 19세",333
"북아현동","2011","여자인구수 (명)","20 - 24세",405
"북아현동","2011","여자인구수 (명)","25 - 29세",512
"북아현동","2011","여자인구수 (명)","30 - 34세",506
"북아현동","2011","여자인구수 (명)","35 - 39세",498
"북아현동","2011","여자인구수 (명)","40 - 44세",552
"북아현동","2011","여자인구수 (명)","45 - 49세",470
"북아현동","2011","여자인구수 (명)","50 - 54세",479
"북아현동","2011","여자인구수 (명)","55 - 59세",397
"북아현동","2011","여자인구수 (명)","60 - 64세",313
"북아현동","2011","여자인구수 (명)","65 - 69세",273
"북아현동","2011","여자인구수 (명)","70 - 74세",233
"북아현동","2011","여자인구수 (명)","75 - 79세",150
"북아현동","2011","여자인구수 (명)","80 - 84세",90
"북아현동","2011","여자인구수 (명)","85 - 89세",52
"북아현동","2011","여자인구수 (명)","90 - 94세",17
"북아현동","2011","여자인구수 (명)","95 - 99세",9
"북아현동","2011","여자인구수 (명)","100+",15
"북아현동","2014","총인구수 (명)","계",10253
"북아현동","2014","총인구수 (명)","0 - 4세",292
"북아현동","2014","총인구수 (명)","5 - 9세",313
"북아현동","2014","총인구수 (명)","10 - 14세",374
"북아현동","2014","총인구수 (명)","15 - 19세",559
"북아현동","2014","총인구수 (명)","20 - 24세",729
"북아현동","2014","총인구수 (명)","25 - 29세",735
"북아현동","2014","총인구수 (명)","30 - 34세",833
"북아현동","2014","총인구수 (명)","35 - 39세",804
"북아현동","2014","총인구수 (명)","40 - 44세",937
"북아현동","2014","총인구수 (명)","45 - 49세",887
"북아현동","2014","총인구수 (명)","50 - 54세",901
"북아현동","2014","총인구수 (명)","55 - 59세",779
"북아현동","2014","총인구수 (명)","60 - 64세",554
"북아현동","2014","총인구수 (명)","65 - 69세",503
"북아현동","2014","총인구수 (명)","70 - 74세",449
"북아현동","2014","총인구수 (명)","75 - 79세",311
"북아현동","2014","총인구수 (명)","80 - 84세",160
"북아현동","2014","총인구수 (명)","85 - 89세",74
"북아현동","2014","총인구수 (명)","90 - 94세",29
"북아현동","2014","총인구수 (명)","95 - 99세",9
"북아현동","2014","총인구수 (명)","100+",21
"북아현동","2014","남자인구수 (명)","계",4981
"북아현동","2014","남자인구수 (명)","0 - 4세",158
"북아현동","2014","남자인구수 (명)","5 - 9세",150
"북아현동","2014","남자인구수 (명)","10 - 14세",199
"북아현동","2014","남자인구수 (명)","15 - 19세",273
"북아현동","2014","남자인구수 (명)","20 - 24세",368
"북아현동","2014","남자인구수 (명)","25 - 29세",369
"북아현동","2014","남자인구수 (명)","30 - 34세",426
"북아현동","2014","남자인구수 (명)","35 - 39세",416
"북아현동","2014","남자인구수 (명)","40 - 44세",476
"북아현동","2014","남자인구수 (명)","45 - 49세",440
"북아현동","2014","남자인구수 (명)","50 - 54세",456
"북아현동","2014","남자인구수 (명)","55 - 59세",394
"북아현동","2014","남자인구수 (명)","60 - 64세",214
"북아현동","2014","남자인구수 (명)","65 - 69세",231
"북아현동","2014","남자인구수 (명)","70 - 74세",191
"북아현동","2014","남자인구수 (명)","75 - 79세",133
"북아현동","2014","남자인구수 (명)","80 - 84세",48
"북아현동","2014","남자인구수 (명)","85 - 89세",27
"북아현동","2014","남자인구수 (명)","90 - 94세",7
"북아현동","2014","남자인구수 (명)","95 - 99세",3
"북아현동","2014","남자인구수 (명)","100+",2
"북아현동","2014","여자인구수 (명)","계",5272
"북아현동","2014","여자인구수 (명)","0 - 4세",134
"북아현동","2014","여자인구수 (명)","5 - 9세",163
"북아현동","2014","여자인구수 (명)","10 - 14세",175
"북아현동","2014","여자인구수 (명)","15 - 19세",286
"북아현동","2014","여자인구수 (명)","20 - 24세",361
"북아현동","2014","여자인구수 (명)","25 - 29세",366
"북아현동","2014","여자인구수 (명)","30 - 34세",407
"북아현동","2014","여자인구수 (명)","35 - 39세",388
"북아현동","2014","여자인구수 (명)","40 - 44세",461
"북아현동","2014","여자인구수 (명)","45 - 49세",447
"북아현동","2014","여자인구수 (명)","50 - 54세",445
"북아현동","2014","여자인구수 (명)","55 - 59세",385
"북아현동","2014","여자인구수 (명)","60 - 64세",340
"북아현동","2014","여자인구수 (명)","65 - 69세",272
"북아현동","2014","여자인구수 (명)","70 - 74세",258
"북아현동","2014","여자인구수 (명)","75 - 79세",178
"북아현동","2014","여자인구수 (명)","80 - 84세",112
"북아현동","2014","여자인구수 (명)","85 - 89세",47
"북아현동","2014","여자인구수 (명)","90 - 94세",22
"북아현동","2014","여자인구수 (명)","95 - 99세",6
"북아현동","2014","여자인구수 (명)","100+",19
"북아현동","2017","총인구수 (명)","계",17316
"북아현동","2017","총인구수 (명)","0 - 4세",827
"북아현동","2017","총인구수 (명)","5 - 9세",629
"북아현동","2017","총인구수 (명)","10 - 14세",494
"북아현동","2017","총인구수 (명)","15 - 19세",749
"북아현동","2017","총인구수 (명)","20 - 24세",1312
"북아현동","2017","총인구수 (명)","25 - 29세",1395
"북아현동","2017","총인구수 (명)","30 - 34세",1523
"북아현동","2017","총인구수 (명)","35 - 39세",1618
"북아현동","2017","총인구수 (명)","40 - 44세",1351
"북아현동","2017","총인구수 (명)","45 - 49세",1487
"북아현동","2017","총인구수 (명)","50 - 54세",1493
"북아현동","2017","총인구수 (명)","55 - 59세",1312
"북아현동","2017","총인구수 (명)","60 - 64세",924
"북아현동","2017","총인구수 (명)","65 - 69세",658
"북아현동","2017","총인구수 (명)","70 - 74세",600
"북아현동","2017","총인구수 (명)","75 - 79세",479
"북아현동","2017","총인구수 (명)","80 - 84세",267
"북아현동","2017","총인구수 (명)","85 - 89세",119
"북아현동","2017","총인구수 (명)","90 - 94세",41
"북아현동","2017","총인구수 (명)","95 - 99세",13
"북아현동","2017","총인구수 (명)","100+",25
"북아현동","2017","남자인구수 (명)","계",8269
"북아현동","2017","남자인구수 (명)","0 - 4세",417
"북아현동","2017","남자인구수 (명)","5 - 9세",325
"북아현동","2017","남자인구수 (명)","10 - 14세",230
"북아현동","2017","남자인구수 (명)","15 - 19세",357
"북아현동","2017","남자인구수 (명)","20 - 24세",586
"북아현동","2017","남자인구수 (명)","25 - 29세",667
"북아현동","2017","남자인구수 (명)","30 - 34세",750
"북아현동","2017","남자인구수 (명)","35 - 39세",829
"북아현동","2017","남자인구수 (명)","40 - 44세",674
"북아현동","2017","남자인구수 (명)","45 - 49세",710
"북아현동","2017","남자인구수 (명)","50 - 54세",727
"북아현동","2017","남자인구수 (명)","55 - 59세",670
"북아현동","2017","남자인구수 (명)","60 - 64세",424
"북아현동","2017","남자인구수 (명)","65 - 69세",289
"북아현동","2017","남자인구수 (명)","70 - 74세",260
"북아현동","2017","남자인구수 (명)","75 - 79세",207
"북아현동","2017","남자인구수 (명)","80 - 84세",86
"북아현동","2017","남자인구수 (명)","85 - 89세",45
"북아현동","2017","남자인구수 (명)","90 - 94세",10
"북아현동","2017","남자인구수 (명)","95 - 99세",2
"북아현동","2017","남자인구수 (명)","100+",4
"북아현동","2017","여자인구수 (명)","계",9047
"북아현동","2017","여자인구수 (명)","0 - 4세",410
"북아현동","2017","여자인구수 (명)","5 - 9세",304
"북아현동","2017","여자인구수 (명)","10 - 14세",264
"북아현동","2017","여자인구수 (명)","15 - 19세",392
"북아현동","2017","여자인구수 (명)","20 - 24세",726
"북아현동","2017","여자인구수 (명)","25 - 29세",728
"북아현동","2017","여자인구수 (명)","30 - 34세",773
"북아현동","2017","여자인구수 (명)","35 - 39세",789
"북아현동","2017","여자인구수 (명)","40 - 44세",677
"북아현동","2017","여자인구수 (명)","45 - 49세",777
"북아현동","2017","여자인구수 (명)","50 - 54세",766
"북아현동","2017","여자인구수 (명)","55 - 59세",642
"북아현동","2017","여자인구수 (명)","60 - 64세",500
"북아현동","2017","여자인구수 (명)","65 - 69세",369
"북아현동","2017","여자인구수 (명)","70 - 74세",340
"북아현동","2017","여자인구수 (명)","75 - 79세",272
"북아현동","2017","여자인구수 (명)","80 - 84세",181
"북아현동","2017","여자인구수 (명)","85 - 89세",74
"북아현동","2017","여자인구수 (명)","90 - 94세",31
"북아현동","2017","여자인구수 (명)","95 - 99세",11
"북아현동","2017","여자인구수 (명)","100+",21
"충현동","2011","총인구수 (명)","계",21420
"충현동","2011","총인구수 (명)","0 - 4세",689
"충현동","2011","총인구수 (명)","5 - 9세",690
"충현동","2011","총인구수 (명)","10 - 14세",902
"충현동","2011","총인구수 (명)","15 - 19세",1374
"충현동","2011","총인구수 (명)","20 - 24세",1328
"충현동","2011","총인구수 (명)","25 - 29세",1848
"충현동","2011","총인구수 (명)","30 - 34세",1882
"충현동","2011","총인구수 (명)","35 - 39세",1748
"충현동","2011","총인구수 (명)","40 - 44세",1884
"충현동","2011","총인구수 (명)","45 - 49세",1828
"충현동","2011","총인구수 (명)","50 - 54세",1856
"충현동","2011","총인구수 (명)","55 - 59세",1482
"충현동","2011","총인구수 (명)","60 - 64세",1060
"충현동","2011","총인구수 (명)","65 - 69세",978
"충현동","2011","총인구수 (명)","70 - 74세",784
"충현동","2011","총인구수 (명)","75 - 79세",540
"충현동","2011","총인구수 (명)","80 - 84세",287
"충현동","2011","총인구수 (명)","85 - 89세",156
"충현동","2011","총인구수 (명)","90 - 94세",71
"충현동","2011","총인구수 (명)","95 - 99세",17
"충현동","2011","총인구수 (명)","100+",16
"충현동","2011","남자인구수 (명)","계",10578
"충현동","2011","남자인구수 (명)","0 - 4세",358
"충현동","2011","남자인구수 (명)","5 - 9세",344
"충현동","2011","남자인구수 (명)","10 - 14세",472
"충현동","2011","남자인구수 (명)","15 - 19세",730
"충현동","2011","남자인구수 (명)","20 - 24세",645
"충현동","2011","남자인구수 (명)","25 - 29세",913
"충현동","2011","남자인구수 (명)","30 - 34세",962
"충현동","2011","남자인구수 (명)","35 - 39세",928
"충현동","2011","남자인구수 (명)","40 - 44세",960
"충현동","2011","남자인구수 (명)","45 - 49세",967
"충현동","2011","남자인구수 (명)","50 - 54세",919
"충현동","2011","남자인구수 (명)","55 - 59세",726
"충현동","2011","남자인구수 (명)","60 - 64세",464
"충현동","2011","남자인구수 (명)","65 - 69세",483
"충현동","2011","남자인구수 (명)","70 - 74세",337
"충현동","2011","남자인구수 (명)","75 - 79세",210
"충현동","2011","남자인구수 (명)","80 - 84세",94
"충현동","2011","남자인구수 (명)","85 - 89세",37
"충현동","2011","남자인구수 (명)","90 - 94세",19
"충현동","2011","남자인구수 (명)","95 - 99세",7
"충현동","2011","남자인구수 (명)","100+",3
"충현동","2011","여자인구수 (명)","계",10842
"충현동","2011","여자인구수 (명)","0 - 4세",331
"충현동","2011","여자인구수 (명)","5 - 9세",346
"충현동","2011","여자인구수 (명)","10 - 14세",430
"충현동","2011","여자인구수 (명)","15 - 19세",644
"충현동","2011","여자인구수 (명)","20 - 24세",683
"충현동","2011","여자인구수 (명)","25 - 29세",935
"충현동","2011","여자인구수 (명)","30 - 34세",920
"충현동","2011","여자인구수 (명)","35 - 39세",820
"충현동","2011","여자인구수 (명)","40 - 44세",924
"충현동","2011","여자인구수 (명)","45 - 49세",861
"충현동","2011","여자인구수 (명)","50 - 54세",937
"충현동","2011","여자인구수 (명)","55 - 59세",756
"충현동","2011","여자인구수 (명)","60 - 64세",596
"충현동","2011","여자인구수 (명)","65 - 69세",495
"충현동","2011","여자인구수 (명)","70 - 74세",447
"충현동","2011","여자인구수 (명)","75 - 79세",330
"충현동","2011","여자인구수 (명)","80 - 84세",193
"충현동","2011","여자인구수 (명)","85 - 89세",119
"충현동","2011","여자인구수 (명)","90 - 94세",52
"충현동","2011","여자인구수 (명)","95 - 99세",10
"충현동","2011","여자인구수 (명)","100+",13
"충현동","2014","총인구수 (명)","계",19136
"충현동","2014","총인구수 (명)","0 - 4세",517
"충현동","2014","총인구수 (명)","5 - 9세",548
"충현동","2014","총인구수 (명)","10 - 14세",698
"충현동","2014","총인구수 (명)","15 - 19세",1053
"충현동","2014","총인구수 (명)","20 - 24세",1365
"충현동","2014","총인구수 (명)","25 - 29세",1414
"충현동","2014","총인구수 (명)","30 - 34세",1601
"충현동","2014","총인구수 (명)","35 - 39세",1364
"충현동","2014","총인구수 (명)","40 - 44세",1621
"충현동","2014","총인구수 (명)","45 - 49세",1626
"충현동","2014","총인구수 (명)","50 - 54세",1737
"충현동","2014","총인구수 (명)","55 - 59세",1614
"충현동","2014","총인구수 (명)","60 - 64세",1062
"충현동","2014","총인구수 (명)","65 - 69세",915
"충현동","2014","총인구수 (명)","70 - 74세",785
"충현동","2014","총인구수 (명)","75 - 79세",610
"충현동","2014","총인구수 (명)","80 - 84세",327
"충현동","2014","총인구수 (명)","85 - 89세",158
"충현동","2014","총인구수 (명)","90 - 94세",80
"충현동","2014","총인구수 (명)","95 - 99세",22
"충현동","2014","총인구수 (명)","100+",19
"충현동","2014","남자인구수 (명)","계",9418
"충현동","2014","남자인구수 (명)","0 - 4세",253
"충현동","2014","남자인구수 (명)","5 - 9세",277
"충현동","2014","남자인구수 (명)","10 - 14세",368
"충현동","2014","남자인구수 (명)","15 - 19세",521
"충현동","2014","남자인구수 (명)","20 - 24세",694
"충현동","2014","남자인구수 (명)","25 - 29세",689
"충현동","2014","남자인구수 (명)","30 - 34세",833
"충현동","2014","남자인구수 (명)","35 - 39세",697
"충현동","2014","남자인구수 (명)","40 - 44세",850
"충현동","2014","남자인구수 (명)","45 - 49세",830
"충현동","2014","남자인구수 (명)","50 - 54세",898
"충현동","2014","남자인구수 (명)","55 - 59세",784
"충현동","2014","남자인구수 (명)","60 - 64세",503
"충현동","2014","남자인구수 (명)","65 - 69세",418
"충현동","2014","남자인구수 (명)","70 - 74세",369
"충현동","2014","남자인구수 (명)","75 - 79세",251
"충현동","2014","남자인구수 (명)","80 - 84세",118
"충현동","2014","남자인구수 (명)","85 - 89세",33
"충현동","2014","남자인구수 (명)","90 - 94세",20
"충현동","2014","남자인구수 (명)","95 - 99세",6
"충현동","2014","남자인구수 (명)","100+",6
"충현동","2014","여자인구수 (명)","계",9718
"충현동","2014","여자인구수 (명)","0 - 4세",264
"충현동","2014","여자인구수 (명)","5 - 9세",271
"충현동","2014","여자인구수 (명)","10 - 14세",330
"충현동","2014","여자인구수 (명)","15 - 19세",532
"충현동","2014","여자인구수 (명)","20 - 24세",671
"충현동","2014","여자인구수 (명)","25 - 29세",725
"충현동","2014","여자인구수 (명)","30 - 34세",768
"충현동","2014","여자인구수 (명)","35 - 39세",667
"충현동","2014","여자인구수 (명)","40 - 44세",771
"충현동","2014","여자인구수 (명)","45 - 49세",796
"충현동","2014","여자인구수 (명)","50 - 54세",839
"충현동","2014","여자인구수 (명)","55 - 59세",830
"충현동","2014","여자인구수 (명)","60 - 64세",559
